year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,event_link,event_link_english,title_english,سیاست,اجتماعی,حوادث طبیعی,هنر,علم,ایران,ورزشی
1392,3,24,یازدهمین انتخابات ریاست جمهوری در ایران برگزار شد و بنابر اطلاعیه وزارت کشور که در ۲۵ ۱۳۹۲ منتشر شد حسن روحانی در این دوره با کسب ۵۰٫۷٪ آرا رسماً به عنوان هفتمین رئیس‌جمهور ایران برگزیده شد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حسن روحانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C'}, {'text': 'رئیس\u200cجمهور ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A6%DB%8C%D8%B3%E2%80%8C%D8%AC%D9%85%D9%87%D9%88%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'وزارت کشور', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%DA%A9%D8%B4%D9%88%D8%B1'}]",2013,6,14,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Hassan_Rouhani,Hassan Rouhani,0.8383933901786804,0.8359796404838562,0.8346994519233704,0.8313406705856323,0.8310402035713196,0.8270262479782104,0.8211578130722046
1392,12,25,ورود نیروهای روسیه به شبه جزیره کریمه اوکراین پس از همه‌پرسی,"[{'text': 'اوکراین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%DA%A9%D8%B1%D8%A7%DB%8C%D9%86'}, {'text': 'شبه جزیره کریمه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A8%D9%87%E2%80%8C%D8%AC%D8%B2%DB%8C%D8%B1%D9%87_%DA%A9%D8%B1%DB%8C%D9%85%D9%87'}]",2014,3,16,https://fa.wikipedia.org/wiki/%D8%B4%D8%A8%D9%87%E2%80%8C%D8%AC%D8%B2%DB%8C%D8%B1%D9%87_%DA%A9%D8%B1%DB%8C%D9%85%D9%87,https://en.wikipedia.org/wiki/Crimea,Crimea,0.8380141258239746,0.836345374584198,0.834201991558075,0.8283028602600098,0.8256703615188599,0.815066397190094,0.808345377445221
1392,1,27,زمین‌لرزه‌ای سراوان در استان سیستان و بلوچستان را به بزرگی ۷٫۵ ریشتر، مقارن ساعت ۱۵:۱۴ به وقت محلی به لرزه درآورد.,"[{'text': 'استان سیستان و بلوچستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%B3%DB%8C%D8%B3%D8%AA%D8%A7%D9%86_%D9%88_%D8%A8%D9%84%D9%88%DA%86%D8%B3%D8%AA%D8%A7%D9%86'}]",2013,4,16,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%B3%DB%8C%D8%B3%D8%AA%D8%A7%D9%86_%D9%88_%D8%A8%D9%84%D9%88%DA%86%D8%B3%D8%AA%D8%A7%D9%86,https://en.wikipedia.org/wiki/Sistan_and_Baluchestan_province,Sistan and Baluchestan province,0.8247120380401611,0.8235595226287842,0.8225952982902527,0.8211660981178284,0.820344865322113,0.8199846744537354,0.8119844794273376
1392,8,28,در پی آلودگی شدید هوا و بارش باران اسیدی بیش از ۱۵ هزار خوزستانی تا ۲۸ به بیمارستان‌ها مراجعه کردند. این وضعیت هوا، در طول فصل پاییز برقرار بود.,"[{'text': 'باران اسیدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D8%B3%DB%8C%D8%AF%DB%8C'}, {'text': 'خوزستانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مارس', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D8%B1%D8%B3'}]",2013,11,19,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D8%B3%DB%8C%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Acid_rain,Acid rain,0.8105930685997009,0.808901846408844,0.8086690902709961,0.7979850769042969,0.7962029576301575,0.7922487854957581,0.7913289070129395
1392,3,28,تیم ملی فوتبال ایران با پیروزی یک بر صفر بر کره جنوبی در شهر اولسان توانست مجوز حضور در بازی‌های جام جهانی ۲۰۱۴ برزیل را به دست آورد.,"[{'text': 'اولسان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%D9%84%D8%B3%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تیم ملی فوتبال ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2013,6,18,https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_national_football_team,Iran national football team,0.8222190141677856,0.8214041590690613,0.8213984370231628,0.8203567862510681,0.8179352879524231,0.810559868812561,0.8032106757164001
1392,11,29,نهمین کنفرانس بین‌المجالس اسلامی با حضور ۴۷ هیئت پارلمانی در تهران آغاز به کار کرد.,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",2014,2,18,,,The 9th Islamic Conference began with the participation of four parliamentary delegations in Tehran.,0.7808398604393005,0.7784032821655273,0.7764645218849182,0.7739318013191223,0.7728309035301208,0.7683708667755127,0.7646783590316772
1392,10,29,یک ساختمان پنج‌طبقه در خیابان جمهوری تهران آتش گرفت و طی آن دو کارگر زن خود را از ساختمان پایین انداختند و جان باختند. فیلم‌هایی که از این حادثه در دنیای مجازی پخش شد، حساسیت مردم و دولتمردان را نسبت به نارسایی‌های فنی سازمان آتش‌نشانی تهران برانگیخت.,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'خیابان جمهوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'سازمان آتش\u200cنشانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D8%A2%D8%AA%D8%B4%E2%80%8C%D9%86%D8%B4%D8%A7%D9%86%DB%8C'}]",2014,1,19,https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Jomhuri,Shah Street,0.8144541382789612,0.8084617853164673,0.8056937456130981,0.7994980812072754,0.7982388138771057,0.7934796214103699,0.4137231409549713
1392,8,30,تظاهرات طرفدار اتحادیه اروپا در اوکراین پس از آنکه رئیس جمهور ویکتور یانوکوویچ توافق نامه ارتباط اقتصادی بین اتحادیه اروپا و اوکراین را به نفع روابط نزدیکتر با روسیه رد کرد ، آغاز می شود.,"[{'text': 'اوکراین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%DA%A9%D8%B1%D8%A7%DB%8C%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",2013,11,21,,,The demonstration of the European Union in Ukraine begins after President Victor Yanukovic rejected the economic relationship agreement between the European Union and Ukraine in favor of closer relations with Russia.,0.7958232760429382,0.7917107343673706,0.7876523733139038,0.7744767665863037,0.7742629647254944,0.7705504298210144,0.769201397895813
1392,2,31,شورای نگهبان قانون اساسی ایران، اسامی ۸ نامزد احراز صلاحیت‌شده برای یازدهمین انتخابات ریاست جمهوری ایران را اعلام کرد. در میان ۶۷۸ نامزدِ ردِ صلاحیت‌شده، نام افراد سرشناسی چون اکبر هاشمی رفسنجانی ویار رحیم مشایی وجود داشت.,"[{'text': 'اکبر هاشمی رفسنجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D9%87%D8%A7%D8%B4%D9%85%DB%8C_%D8%B1%D9%81%D8%B3%D9%86%D8%AC%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'شورای نگهبان قانون اساسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%86%DA%AF%D9%87%D8%A8%D8%A7%D9%86'}, {'text': 'یازدهمین انتخابات ریاست جمهوری ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA_%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%E2%80%8C%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_(%DB%B1%DB%B3%DB%B9%DB%B2)'}]",2013,5,21,https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D9%87%D8%A7%D8%B4%D9%85%DB%8C_%D8%B1%D9%81%D8%B3%D9%86%D8%AC%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Akbar_Hashemi_Rafsanjani,Akbar Hashemi Rafsanjani,0.8187330365180969,0.8122598528862,0.8101706504821777,0.8069005012512207,0.8033736348152161,0.7144749164581299,0.5585955381393433
1393,1,0,۱۶ فروردین/حمل. برگزاری سومین انتخابات ریاست جمهوری افغانستان که به دور دوم کشیده شد.,"[{'text': '۱۶ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1%DB%B6_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': '۶ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]",2014,3,21,https://fa.wikipedia.org/wiki/%DB%B1%DB%B6_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86,<No English page found>,April/Shipping. The third Afghan presidential election was held in the second round.,0.803838312625885,0.8022134304046631,0.8021848201751709,0.7827876210212708,0.7786096930503845,0.7530636191368103,0.6725485920906067
1393,1,4,طی یک نشست اضطراری ، انگلستان ، ایالات متحده ، ایتالیا ، آلمان ، فرانسه ، ژاپن و کانادا به طور موقت روسیه را از G8 به حالت تعلیق درآوردند,[],2014,3,24,,,"During an emergency meeting, the United Kingdom, the United States, Italy, Germany, France, Japan and Canada temporarily suspended Russia from the G8",0.8414828777313232,0.8321589827537537,0.828798234462738,0.826613187789917,0.8259169459342957,0.8253846764564514,0.823993980884552
1393,1,28,پنج‌شنبه سیاه اوین,"[{'text': 'شنبه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'پنج\u200cشنبه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%86%D8%AC%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'پنج\u200cشنبه سیاه اوین', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%86%D8%AC%E2%80%8C%D8%B4%D9%86%D8%A8%D9%87_%D8%B3%DB%8C%D8%A7%D9%87_%D8%A7%D9%88%DB%8C%D9%86'}]",2014,4,17,https://fa.wikipedia.org/wiki/%D9%BE%D9%86%D8%AC%E2%80%8C%D8%B4%D9%86%D8%A8%D9%87_%D8%B3%DB%8C%D8%A7%D9%87_%D8%A7%D9%88%DB%8C%D9%86,<No English page found>,Black Evin Thursday,0.7939810752868652,0.7923855781555176,0.7860326170921326,0.7624262571334839,0.6531842350959778,0.638947606086731,0.6148195266723633
1393,2,15,شبه نظامیان بوکو حرام در حمله شبانه به گامبورو نگالا در نیجریه تقریباً ۳۰۰ نفر را کشتند.,"[{'text': 'بوکو حرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%88%DA%A9%D9%88_%D8%AD%D8%B1%D8%A7%D9%85'}, {'text': 'نیجریه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%AC%D8%B1%DB%8C%D9%87'}]",2014,5,5,https://fa.wikipedia.org/wiki/%D8%A8%D9%88%DA%A9%D9%88_%D8%AD%D8%B1%D8%A7%D9%85,https://en.wikipedia.org/wiki/Boko_Haram,Boko Haram,0.8238121271133423,0.8230969905853271,0.8209100365638733,0.8200708031654358,0.8197135329246521,0.8082135915756226,0.8020685315132141
1393,2,20,حادثه ۲۰ اردیبهشت هواپیمای فوکر ۱۰۰ پرواز شماره ۸۰۵۳ هواپیمایی آسمان,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",2014,5,10,,,May 6 incident Fokker Airlines Flight 1,0.8172705769538879,0.8161056637763977,0.8139235377311707,0.8098350763320923,0.8012210130691528,0.7997168898582458,0.7683351635932922
1393,3,0,برگزاری جام جهانی فوتبال ۲۰۱۴ در برزیل,"[{'text': 'برزیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D8%B2%DB%8C%D9%84'}, {'text': 'جام جهانی فوتبال ۲۰۱۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%DB%B2%DB%B0%DB%B1%DB%B4'}]",2014,5,22,https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%DB%B2%DB%B0%DB%B1%DB%B4,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup,2014 FIFA World Cup,0.8235925436019897,0.8230000138282776,0.8200293779373169,0.8167799115180969,0.8139954805374146,0.8079482316970825,0.4208461344242096
1393,3,0,۲۴ خرداد/جوزا. برگزاری دور دوم انتخابات ریاست جمهوری افغانستان.محمد اشرف غنی برگزیده شد.,"[{'text': '۲۴ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2%DB%B4_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",2014,5,22,https://fa.wikipedia.org/wiki/%DB%B2%DB%B4_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF,<No English page found>,June 1/Josma. The second round of the Afghan presidential election. Mohammad Ashraf Ghani was elected.,0.8305773138999939,0.8281862139701843,0.817696213722229,0.7588047385215759,0.6151207685470581,0.6139276027679443,0.5306911468505859
1393,3,6,حادثه ۶ خرداد پرواز آموزشی فروند هواپیمای نهسا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",2014,5,27,,,June 6th Training Flight,0.7951766848564148,0.7902892231941223,0.7858176827430725,0.7842302322387695,0.7803092002868652,0.7790376543998718,0.7732195258140564
1393,3,8,سیل گلستان,[],2014,5,29,,,Golestan Flood,0.8140631318092346,0.8128682374954224,0.8093152046203613,0.8039625287055969,0.8039333820343018,0.7946895360946655,0.791785717010498
1393,3,12,طوفان تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",2014,6,2,,,Storm of Tehran,0.5829236507415771,0.5641354918479919,0.49297034740448,0.4789997935295105,0.46484702825546265,0.4448730945587158,0.4011937975883484
1393,3,14,سیل مازندران و سمنان,[],2014,6,4,,,Flood of Mazandaran and Semnan,0.8174012899398804,0.8139404058456421,0.8134438395500183,0.8112640976905823,0.8010056018829346,0.8004610538482666,0.7839733362197876
1393,3,15,یک گروه مبارز سنی که اکنون خود را دولت اسلامی عراق و شام می نامد موسوم به داعش حمله ای را از طریق شمال عراق آغاز می کند ، هدف آن تصرف شهر بغداد پایتخت عراق و سرنگونی دولت شیعه است. توسط نخست وزیر نوری المالکی.,"[{'text': 'بغداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF'}, {'text': 'داعش', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4'}, {'text': 'شیعه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B9%D9%87'}]",2014,6,5,,,"A Sunni militant group that now calls itself the Islamic State of Iraq and the Levant begins an attack through northern Iraq, which aims to capture the city of Baghdad and overthrow the Shiite government. By Prime Minister Nouri al -Maliki.",0.8047539591789246,0.7927313446998596,0.7918680310249329,0.7864890098571777,0.7775101065635681,0.7495887279510498,0.6163040399551392
1393,3,21,انتشار اولیه مجموعه تلویزیونی خندوانه,"[{'text': 'تلویزیون', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86'}, {'text': 'خندوانه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%86%D8%AF%D9%88%D8%A7%D9%86%D9%87'}]",2014,6,11,,,The initial release of the laughing television series,0.7817709445953369,0.6943744421005249,0.659841775894165,0.5558174252510071,0.5517315864562988,0.5467992424964905,0.44611603021621704
1393,3,22,در قتل عام کمپ اسپایکر در عراق ، داعش ۱۵۶۶ دانش آموز شیعه نیروی هوایی عراق را به قتل رساند. این دومین حمله مرگبار تروریستی در طول تاریخ و مرگبارترین حمله ای است که توسط داعش انجام شده است.,"[{'text': 'تار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1'}, {'text': 'داعش', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4'}, {'text': 'شیعه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B9%D9%87'}]",2014,6,12,,,"In the massacre of Camp Spike in Iraq, ISIL killed four Shiite students in Iraq. This is the second deadly terrorist attack in history and the most deadly attack by ISIS.",0.824108898639679,0.817070484161377,0.8137835264205933,0.8112525939941406,0.8022516369819641,0.8020651340484619,0.8013948202133179
1393,3,23,مداخله نظامی بین المللی علیه داعش آغاز شد.,"[{'text': 'داعش', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4'}]",2014,6,13,,,International military intervention against ISIL began.,0.814899742603302,0.8086029291152954,0.7979713678359985,0.7978346347808838,0.7958845496177673,0.7946519255638123,0.7907732725143433
1393,3,24,برگزاری دور دوم سومین انتخابات ریاست جمهوری افغانستان. محمداشرف غنی برگزیده شد.,"[{'text': 'محمداشرف غنی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%B4%D8%B1%D9%81_%D8%BA%D9%86%DB%8C'}]",2014,6,14,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%B4%D8%B1%D9%81_%D8%BA%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ashraf_Ghani,Ashraf Ghani,0.8305992484092712,0.8275483250617981,0.826730489730835,0.8256120681762695,0.8252397775650024,0.8170540928840637,0.7642880082130432
1393,3,26,رقابت ۲۶ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال نیجریه در جام جهانی فوتبال  ۲۰۱۴,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۶ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",2014,6,16,https://fa.wikipedia.org/wiki/%DB%B6_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF,<No English page found>,June 6th Iranian Football Team with Nigeria National Football Team;,0.8032116293907166,0.7997245192527771,0.7992109060287476,0.7988146543502808,0.7984373569488525,0.7939968109130859,0.7780451774597168
1393,3,31,رقابت ۳۱ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال آرژانتین در جام جهانی فوتبال ۲۰۱۴,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۱ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",2014,6,21,https://fa.wikipedia.org/wiki/%DB%B1_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF,<No English page found>,June 6th Iranian Football Team with the Argentine Football Team in the FIFA World Cup,0.8027974367141724,0.8027340173721313,0.7973464727401733,0.7971044778823853,0.7962702512741089,0.7842895984649658,0.7761048078536987
1393,4,4,رقابت ۴ تیر تیم ملی فوتبال ایران با تیم ملی فوتبال بوسنی و  هرزگوین در جام جهانی فوتبال ۲۰۱۴,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2014,6,25,,,Iran's national football team with Bosnia and Herzegovina in the FIFA World Cup,0.7949963212013245,0.7941150069236755,0.7906224727630615,0.7903043031692505,0.7889890670776367,0.7870450615882874,0.7834210395812988
1393,4,24,حادثه ۲۴ تیر فروند هواپیمای مک‌دانل داگلاس اف-۴ فانتوم ۲ نهاجا,"[{'text': '۴ تیر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B4_%D8%AA%DB%8C%D8%B1'}]",2014,7,15,https://fa.wikipedia.org/wiki/%DB%B4_%D8%AA%DB%8C%D8%B1,<No English page found>,July 9th incident by McDanel Douglas F-2 Phantom,0.8229911923408508,0.8213790655136108,0.8168863654136658,0.816727876663208,0.8128446340560913,0.8008863925933838,0.7778975963592529
1393,4,26,پرواز ۱۷ هواپیمایی مالزی ، یک بوئینگ ۷۷۷ ، در شرق اوکراین پس از سقوط توسط موشک سقوط کرد. همه ۲۹۸ سرنشین هواپیما کشته می شوند.,[],2014,7,17,,,"Malaysia's flight, a Boeing 2, crashed east of Ukraine after the crash by the missile. All four passengers are killed.",0.8158900141716003,0.7395907044410706,0.7261251211166382,0.702637255191803,0.7002218961715698,0.6727931499481201,0.4737150967121124
1393,5,17,مداخله آمریكایی ها در عراق: ارتش ایالات متحده یك عملیات هوایی را در شمال عراق برای جلوگیری از هجوم شبه نظامیان داعش آغاز می كند.,"[{'text': 'داعش', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4'}]",2014,8,8,,,US Intervention in Iraq: The US military begins an air operation in northern Iraq to prevent ISIL militants from invading.,0.8044154644012451,0.8028907179832458,0.7990122437477112,0.7961110472679138,0.7948349714279175,0.7939144968986511,0.7921958565711975
1393,5,18,اندازی به مایکل براون ، یک آمریکایی آفریقایی تبار ، توسط یک افسر پلیس در فرگوسن ، میسوری رخ داد و باعث شورش شد.,"[{'text': 'مایکل براون', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%DB%8C%DA%A9%D9%84_%D8%A8%D8%B1%D8%A7%D9%88%D9%86'}]",2014,8,9,https://fa.wikipedia.org/wiki/%D9%85%D8%A7%DB%8C%DA%A9%D9%84_%D8%A8%D8%B1%D8%A7%D9%88%D9%86,https://en.wikipedia.org/wiki/Michael_Brown,Michael Brown,0.8267348408699036,0.8191213011741638,0.7952592968940735,0.7812480330467224,0.7055479288101196,0.5953572988510132,0.4477900266647339
1393,5,19,سقوط پرواز شماره ۵۹۱۶ هواپیمایی سپاهان,"[{'text': 'پرواز شماره ۵۹۱۶ هواپیمایی سپاهان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D8%B2_%D8%B4%D9%85%D8%A7%D8%B1%D9%87_%DB%B5%DB%B9%DB%B1%DB%B6_%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%B3%D9%BE%D8%A7%D9%87%D8%A7%D9%86'}]",2014,8,10,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D8%B2_%D8%B4%D9%85%D8%A7%D8%B1%D9%87_%DB%B5%DB%B9%DB%B1%DB%B6_%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%B3%D9%BE%D8%A7%D9%87%D8%A7%D9%86,https://en.wikipedia.org/wiki/Sepahan_Airlines_Flight_5915,Sepahan Airlines Flight 5915,0.8336706757545471,0.8317240476608276,0.829270601272583,0.8276193141937256,0.8271010518074036,0.8190950155258179,0.8144682049751282
1393,5,27,زمین‌لرزه مرداد مورموری,"[{'text': 'مرداد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AF%D8%A7%D8%AF'}]",2014,8,18,,,Mormori earthquake,0.8161098957061768,0.815054178237915,0.8149989247322083,0.8130527138710022,0.8125990033149719,0.8107020854949951,0.8025732040405273
1393,5,29,استیضاح رضا فرجی‌دانا,"[{'text': 'استیضاح رضا فرجی\u200cدانا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%DB%8C%D8%B6%D8%A7%D8%AD_%D8%B1%D8%B6%D8%A7_%D9%81%D8%B1%D8%AC%DB%8C%E2%80%8C%D8%AF%D8%A7%D9%86%D8%A7'}]",2014,8,20,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%DB%8C%D8%B6%D8%A7%D8%AD_%D8%B1%D8%B6%D8%A7_%D9%81%D8%B1%D8%AC%DB%8C%E2%80%8C%D8%AF%D8%A7%D9%86%D8%A7,<No English page found>,The impeachment of Reza Farajdana,0.8166604042053223,0.8064354062080383,0.8032468557357788,0.8001586198806763,0.796820342540741,0.7851093411445618,0.747997522354126
